"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000171174",106.666222402563,-0.686377115130328,0.215756992092217,-3.18125085298261,0.00146640594140495,0.0210256061047022
"ENSG00000171234",702.109120125678,-4.1616293450646,0.559005468500585,-7.44470238587701,9.71632113328079e-14,1.12979906240908e-11
"ENSG00000171236",1535.74379455079,-3.06621609153465,0.43661161272888,-7.02275432476565,2.1753653024066e-12,2.24586242037869e-10
"ENSG00000171303",27.4843647275352,1.48430707608757,0.505134175273261,2.93844120779317,0.00329867215409421,0.0397137646232102
"ENSG00000171357",6.29107332942912,1.57675784304507,0.425015897051722,3.70987968681367,0.000207357764960852,0.00428363214901886
"ENSG00000171435",30.0913138969421,1.51840458832107,0.424824032871042,3.57419653982238,0.000351304983138917,0.00664921890476804
"ENSG00000171495",0.677905656390241,-2.43478229212558,0.731081432084307,-3.33038453074104,0.000867261255176696,0.0138390189172897
"ENSG00000171502",43.3893639144162,2.52581182991492,0.453425285014051,5.57051384956763,2.53989124743372e-08,1.38602619795601e-06
"ENSG00000171509",11.9318535284712,-1.78498954524204,0.288098604927949,-6.19575907244831,5.80047965455123e-10,4.1198355237145e-08
"ENSG00000171517",15.2763230918318,1.7854963608201,0.5308223352948,3.36364211168412,0.000769212221071608,0.0126008819143243
"ENSG00000171557",20876.4878909111,-10.5003051419047,0.676832461255747,-15.5138911665424,2.7941995982988e-54,1.54005105059837e-50
"ENSG00000171560",26667.0949566729,-10.2055176039881,0.907094408670941,-11.2507777651734,2.29558807045938e-29,1.40581813434932e-26
"ENSG00000171564",23109.3253176794,-10.3611874424648,0.653985754967432,-15.8431393402151,1.56793608561134e-56,1.44030608824258e-52
"ENSG00000171604",839.17267317419,-0.519796666935397,0.175245993595526,-2.96609729141715,0.00301605061971775,0.0369847157117579
"ENSG00000171606",375.508457345419,-0.440656646716233,0.148016961815891,-2.97706858261514,0.00291018901851384,0.0359798066272788
"ENSG00000171611",2.98700419024247,-1.90907618430578,0.443304659463058,-4.3064654150446,1.65883850948181e-05,0.000480696862716086
"ENSG00000171724",86.5287806480224,1.61159965311465,0.339711562371309,4.74402355299628,2.09514472609248e-06,7.82357701377461e-05
"ENSG00000171759",1259.75178272712,-6.87788600491483,0.72959326025423,-9.42701417296288,4.21928536529055e-21,1.07662098237664e-18
"ENSG00000171766",2086.13982274498,-4.84850557269517,0.494122644931623,-9.81235250484444,9.96185765301189e-23,3.084594080918e-20
"ENSG00000171798",32.6320472507143,-1.90101739605528,0.414276684463636,-4.5887626973662,4.45880944653545e-06,0.000153211808887312
"ENSG00000171819",21.9233024316964,3.11389402573098,0.782001914441038,3.98195192137956,6.83516083765768e-05,0.00163936781866119
"ENSG00000171864",9.73841324668463,2.80471002152461,0.544631671535654,5.14973727770255,2.60851585377342e-07,1.19609783524606e-05
"ENSG00000171903",284.327671972764,-1.30417939626943,0.429094331886637,-3.03937689070659,0.0023706807149476,0.0307216906396928
"ENSG00000171916",388.760879392106,1.68653721087684,0.519283924348129,3.24781325166959,0.00116295572099147,0.0175705777187954
"ENSG00000171951",188.813941249419,2.42106774456822,0.515417470227266,4.69729468716046,2.6362996457622e-06,9.58458385724467e-05
"ENSG00000171954",11.3100344952564,-3.41816028486996,0.511819749122922,-6.67844546977227,2.41490047130257e-11,2.1537160902316e-09
"ENSG00000172016",59.3452794027282,4.01050734603947,1.06727884989727,3.75769401447944,0.000171486396230342,0.00363106484059171
"ENSG00000172020",38.4324625249513,1.68843835326479,0.541560458066262,3.11772827597801,0.00182250747033958,0.0248023016630213
"ENSG00000172023",25.356006002921,4.362196941936,1.03428203012998,4.21760875163595,2.46906747351849e-05,0.0006811067210733
"ENSG00000172059",457.837336582265,-0.840881573817665,0.237643726016224,-3.5384126815124,0.000402540393256258,0.00743014612013126
"ENSG00000172061",38.6921885393171,2.59221184233232,0.42035170443105,6.16676895801078,6.9699480975842e-10,4.8750718191174e-08
"ENSG00000172137",51.2887932683309,1.62906957137582,0.531092357984286,3.06739411118399,0.00215933950117671,0.0285405649752651
"ENSG00000172156",125.48830739152,3.0483900458579,0.454806315434823,6.70261151264677,2.04727229878952e-11,1.86200429076045e-09
"ENSG00000172159",273.258811107002,1.40563719436893,0.45105857134759,3.11630746794019,0.00183131221025191,0.0248975342329167
"ENSG00000172164",908.677366599799,-0.935503834093947,0.292963564950568,-3.19324293535204,0.00140684535511996,0.0203523670794754
"ENSG00000172236",204.860191777603,2.26719389430812,0.402860646477865,5.62773731842453,1.82588859689996e-08,1.02272028360506e-06
"ENSG00000172243",127.978858896345,-0.887271454349658,0.275712347976922,-3.21810561209949,0.00129040294574539,0.0190879894679825
"ENSG00000172260",159.401994658218,3.47319786232134,0.497384680511929,6.9829208626743,2.89105283421615e-12,2.93991269392357e-10
"ENSG00000172322",37.1010267930381,-1.15827253650509,0.320015636482351,-3.61942481697754,0.000295258578169041,0.00577073467885278
"ENSG00000172346",25.8996134900062,2.56360296318386,0.547524995379053,4.68216608341154,2.83859344564261e-06,0.000102658737762492
"ENSG00000172403",966.834730980469,1.74539970517257,0.370849921620434,4.70648530150963,2.52024147742314e-06,9.18955914949902e-05
"ENSG00000172425",74.827668552728,-5.60578699794503,0.65221051131127,-8.59505773170473,8.32229466007846e-18,1.46019605476641e-15
"ENSG00000172456",466.90989128245,-1.92199476179871,0.35023851009259,-5.48767398904994,4.07260804474724e-08,2.15005617810622e-06
"ENSG00000172482",1216.07561205488,-7.66342177827608,0.713559042154706,-10.7397164432745,6.62475418848697e-27,3.04274959877207e-24
"ENSG00000172497",73.2040193850131,-8.70986963198032,1.21270127142046,-7.1822054097282,6.85957544267967e-13,7.47178577270223e-11
"ENSG00000172548",10.3650368543301,1.55593861268678,0.520575470160629,2.98888192370393,0.0028000031487743,0.0349753709545412
"ENSG00000172554",3.68728822039034,2.75864625675543,0.682646608095915,4.04110446611613,5.32000513120392e-05,0.00132437851315011
"ENSG00000172572",791.715695760637,0.968886066718868,0.320878562733584,3.01947895323661,0.00253209885434814,0.0322307529922061
"ENSG00000172602",259.302506489528,-3.04692435597152,0.455031933259429,-6.69606709609624,2.14103448764654e-11,1.93200256511558e-09
"ENSG00000172765",524.542665767855,-0.364722451463259,0.118313866864826,-3.08266867720549,0.00205153427022383,0.0274580774253658
"ENSG00000172771",7.57899495441446,-1.24157272431533,0.354987409719585,-3.49751199710457,0.000469619589861057,0.00848641092287936
"ENSG00000172780",112.163916157802,-0.694694458371113,0.19752088636274,-3.51706835243403,0.000436341402984077,0.00797922785894837
"ENSG00000172817",48.3628081243971,-1.1839538254612,0.380832569678479,-3.10885654150001,0.00187812886613184,0.0254461530446712
"ENSG00000172901",7.73299972769309,1.74740784235466,0.534390240473382,3.26990972141772,0.00107581812892593,0.0165443058018642
"ENSG00000172935",123.389716622387,2.16837430171829,0.347586370372373,6.23837551338761,4.42138268224124e-10,3.18321444399451e-08
"ENSG00000172955",573.643159119194,-3.17556454821761,0.470623978784935,-6.74756215443236,1.50349838809855e-11,1.3950642619266e-09
"ENSG00000172987",36.4920935185699,3.56616096875578,0.591615833237574,6.02783219854044,1.66173445152648e-09,1.10081918305689e-07
"ENSG00000173068",126.858689539362,1.89130654367752,0.417640629500848,4.52855016988639,5.9389781000596e-06,0.00019691916242219
"ENSG00000173110",122.212378313361,-1.90026674616959,0.351130690409305,-5.41185033969684,6.23768128802067e-08,3.19513050065564e-06
"ENSG00000173156",117.448612971821,-0.828382609541498,0.28528870765369,-2.90366420863411,0.00368823500902586,0.0433434457905052
"ENSG00000173210",353.055060959147,-1.25535454408834,0.407478931356168,-3.08078393135635,0.00206456407828518,0.0276190567327102
"ENSG00000173227",94.5655938360013,-5.15218337949199,0.659266063198418,-7.81502896493149,5.49503921512806e-15,7.24556414787077e-13
